organism,drug,year,p10,p25,median,p75,p90
Acinetobacter vivianii,Tigecycline,2022.0,0.12,0.12,0.25,0.25,0.25
Acinetobacter vivianii,Tigecycline,2023.0,0.25,0.25,0.25,0.25,0.5500000000000003
"Acinetobacter, non-speciated",Tigecycline,2004.0,0.06,0.06,0.06,0.16999999999999998,0.3680000000000001
"Acinetobacter, non-speciated",Tigecycline,2005.0,0.06,0.09,0.12,0.25,0.25
"Acinetobacter, non-speciated",Tigecycline,2006.0,0.12,0.12,0.5,0.5,1.0
"Acinetobacter, non-speciated",Tigecycline,2007.0,0.12,0.25,0.5,1.0,1.5999999999999996
"Acinetobacter, non-speciated",Tigecycline,2008.0,0.5,0.5,1.0,1.0,1.9000000000000021
"Acinetobacter, non-speciated",Tigecycline,2009.0,0.12,0.25,0.5,1.0,2.0
"Acinetobacter, non-speciated",Tigecycline,2010.0,0.375,0.625,1.0,1.75,2.0
"Acinetobacter, non-speciated",Tigecycline,2011.0,0.06,0.06,0.12,0.5,1.0
"Acinetobacter, non-speciated",Tigecycline,2012.0,0.06,0.12,0.12,0.25,0.5
"Acinetobacter, non-speciated",Tigecycline,2013.0,0.06,0.06,0.12,0.5,0.5
"Acinetobacter, non-speciated",Tigecycline,2014.0,0.06,0.06,0.12,0.25,0.25
"Acinetobacter, non-speciated",Tigecycline,2015.0,0.06,0.06,0.185,0.5,1.0
"Acinetobacter, non-speciated",Tigecycline,2016.0,0.06,0.12,0.5,1.0,1.0
"Acinetobacter, non-speciated",Tigecycline,2017.0,0.06,0.105,0.12,0.5,1.0
"Acinetobacter, non-speciated",Tigecycline,2018.0,0.12,0.25,0.5,1.0,2.0
Acremonium strictum genogroup III,Amphotericin B (CLSI),2010.0,2.0,2.0,2.0,2.0,2.0
Acremonium strictum genogroup III,Anidulafungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Acremonium strictum genogroup III,Caspofungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Acremonium strictum genogroup III,Itraconazole (CLSI),2010.0,16.0,16.0,16.0,16.0,16.0
Acremonium strictum genogroup III,Micafungin (CLSI),2010.0,32.0,32.0,32.0,32.0,32.0
Acremonium strictum genogroup III,Posaconazole (CLSI),2010.0,4.0,4.0,4.0,4.0,4.0
Acremonium strictum genogroup III,Voriconazole (CLSI),2010.0,1.0,1.0,1.0,1.0,1.0
Acremonium strictum genogroup III,uid,2010.0,2001527.0,2001527.0,2001527.0,2001527.0,2001527.0
Aeromonas caviae,Tigecycline,2013.0,0.325,0.4375,0.5,0.625,0.8500000000000001
Aeromonas caviae,Tigecycline,2018.0,0.133,0.1525,0.185,0.2175,0.237
Aeromonas caviae,Tigecycline,2019.0,0.5,0.5,0.5,0.5,0.5
Aeromonas caviae,Tigecycline,2022.0,1.0,1.0,1.0,1.0,1.0
Aeromonas hydrophila,Tigecycline,2012.0,0.5,0.5,0.5,0.5,0.5
Aeromonas hydrophila,Tigecycline,2013.0,0.5,0.5,0.5,0.5,0.5
Aeromonas hydrophila,Tigecycline,2016.0,0.5,0.5,0.5,0.5,0.5
Aeromonas hydrophila,Tigecycline,2019.0,0.25,0.25,0.25,0.25,0.25
Aeromonas spp,Tigecycline,2018.0,0.5,0.5,0.5,0.5,0.5
Aeromonas veronii,Tigecycline,2012.0,0.5,0.5,0.5,0.5,0.5
Aeromonas veronii,Tigecycline,2016.0,0.275,0.3125,0.375,0.4375,0.475
Aeromonas veronii,Tigecycline,2019.0,0.20800000000000002,0.33999999999999997,0.56,0.78,0.912
Alcaligenes faecalis,Tigecycline,2019.0,0.12,0.12,0.12,0.12,0.12
Alcaligenes faecalis,Tigecycline,2023.0,2.0,2.0,2.0,2.0,2.0
Alternaria alternata,Amphotericin B (CLSI),2018.0,0.133,0.1525,0.185,0.2175,0.237
Alternaria alternata,Anidulafungin (CLSI),2018.0,0.133,0.1525,0.185,0.2175,0.237
Alternaria alternata,Caspofungin (CLSI),2018.0,0.158,0.215,0.31,0.405,0.462
Alternaria alternata,Itraconazole (CLSI),2018.0,0.275,0.3125,0.375,0.4375,0.475
Alternaria alternata,Micafungin (CLSI),2018.0,0.42500000000000004,0.6875,1.125,1.5625,1.825
Alternaria alternata,Voriconazole (CLSI),2018.0,0.55,0.625,0.75,0.875,0.95
Alternaria alternata,uid,2018.0,2014026.2,2014094.0,2014207.0,2014320.0,2014387.8
Anaerococcus hydrogenalis,Tigecycline,2013.0,0.158,0.215,0.31,0.405,0.462
Anaerococcus hydrogenalis,Tigecycline,2021.0,0.25,0.25,0.25,0.25,0.25
Anaerococcus murdochii,Tigecycline,2014.0,0.25,0.25,0.25,0.25,0.25
Anaerococcus octavius,Tigecycline,2014.0,1.0,1.0,1.0,1.0,1.0
Anaerococcus prevotii,Tigecycline,2007.0,0.12,0.12,0.12,0.12,0.1459999999999999
Anaerococcus prevotii,Tigecycline,2008.0,0.06,0.06,0.12,0.12,0.25
Anaerococcus prevotii,Tigecycline,2009.0,0.12,0.12,0.12,0.25,0.25
Anaerococcus prevotii,Tigecycline,2010.0,0.09,0.12,0.185,0.25,0.375
Anaerococcus prevotii,Tigecycline,2011.0,0.06,0.09,0.12,0.25,0.25
Anaerococcus prevotii,Tigecycline,2012.0,0.3,0.375,0.5,0.75,0.9
Anaerococcus spp,Tigecycline,2021.0,0.25,0.25,0.25,0.25,0.25
Anaerococcus vaginalis,Tigecycline,2014.0,0.158,0.215,0.31,0.405,0.462
Anaerococcus vaginalis,Tigecycline,2015.0,0.5,0.5,0.5,0.5,0.5
Anaerococcus vaginalis,Tigecycline,2017.0,0.3,0.375,0.5,0.5,0.5
Anaerococcus vaginalis,Tigecycline,2021.0,0.12,0.12,0.12,0.12,0.12
Apiotrichum mycotoxinivorans,Amphotericin B (CLSI),2021.0,2.0,2.0,2.0,2.0,2.0
Apiotrichum mycotoxinivorans,Anidulafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Apiotrichum mycotoxinivorans,Caspofungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Apiotrichum mycotoxinivorans,Fluconazole (CLSI),2021.0,4.0,4.0,4.0,4.0,4.0
Apiotrichum mycotoxinivorans,Itraconazole (CLSI),2021.0,0.5,0.5,0.5,0.5,0.5
Apiotrichum mycotoxinivorans,Micafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Apiotrichum mycotoxinivorans,Posaconazole (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Apiotrichum mycotoxinivorans,Voriconazole (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Apiotrichum mycotoxinivorans,uid,2021.0,2020341.0,2020341.0,2020341.0,2020341.0,2020341.0
Aspergillus aculeatus,Amphotericin B (CLSI),2015.0,0.25,0.25,0.25,0.25,0.25
Aspergillus aculeatus,Anidulafungin (CLSI),2015.0,0.015,0.015,0.015,0.015,0.015
Aspergillus aculeatus,Caspofungin (CLSI),2015.0,0.008,0.008,0.008,0.008,0.008
Aspergillus aculeatus,Itraconazole (CLSI),2015.0,0.25,0.25,0.25,0.25,0.25
Aspergillus aculeatus,Micafungin (CLSI),2015.0,0.015,0.015,0.015,0.015,0.015
Aspergillus aculeatus,Posaconazole (CLSI),2015.0,0.06,0.06,0.06,0.06,0.06
Aspergillus aculeatus,Voriconazole (CLSI),2015.0,0.06,0.06,0.06,0.06,0.06
Aspergillus aculeatus,uid,2015.0,2010360.0,2010360.0,2010360.0,2010360.0,2010360.0
Aspergillus alabamensis,Amphotericin B (CLSI),2010.0,2.2,2.5,3.0,3.5,3.8
Aspergillus alabamensis,Amphotericin B (CLSI),2018.0,4.0,4.0,4.0,4.0,4.0
Aspergillus alabamensis,Amphotericin B (CLSI),2021.0,1.0,1.0,1.0,1.0,1.0
Aspergillus alabamensis,Anidulafungin (CLSI),2010.0,0.0087,0.00975,0.0115,0.01325,0.0143
Aspergillus alabamensis,Anidulafungin (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Aspergillus alabamensis,Anidulafungin (CLSI),2021.0,0.03,0.03,0.03,0.03,0.03
Aspergillus alabamensis,Caspofungin (CLSI),2010.0,0.0165,0.01875,0.0225,0.02625,0.028499999999999998
Aspergillus alabamensis,Caspofungin (CLSI),2018.0,0.06,0.06,0.06,0.06,0.06
Aspergillus alabamensis,Caspofungin (CLSI),2021.0,0.06,0.06,0.06,0.06,0.06
Aspergillus alabamensis,Itraconazole (CLSI),2010.0,0.5,0.5,0.5,0.5,0.5
Aspergillus alabamensis,Itraconazole (CLSI),2018.0,0.5,0.5,0.5,0.5,0.5
Aspergillus alabamensis,Itraconazole (CLSI),2021.0,0.5,0.5,0.5,0.5,0.5
Aspergillus alabamensis,Micafungin (CLSI),2010.0,0.008,0.008,0.008,0.008,0.008
Aspergillus alabamensis,Micafungin (CLSI),2018.0,0.015,0.015,0.015,0.015,0.015
Aspergillus alabamensis,Micafungin (CLSI),2021.0,0.008,0.008,0.008,0.008,0.008
Aspergillus alabamensis,Posaconazole (CLSI),2010.0,0.275,0.3125,0.375,0.4375,0.475
Aspergillus alabamensis,Posaconazole (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Aspergillus alabamensis,Posaconazole (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Aspergillus alabamensis,Voriconazole (CLSI),2010.0,0.25,0.25,0.25,0.25,0.25
Aspergillus alabamensis,Voriconazole (CLSI),2018.0,0.25,0.25,0.25,0.25,0.25
Aspergillus alabamensis,Voriconazole (CLSI),2021.0,0.5,0.5,0.5,0.5,0.5
Aspergillus alabamensis,uid,2010.0,2001063.1,2001063.25,2001063.5,2001063.75,2001063.9
Aspergillus alabamensis,uid,2018.0,2014813.0,2014813.0,2014813.0,2014813.0,2014813.0
Aspergillus alabamensis,uid,2021.0,2020265.0,2020265.0,2020265.0,2020265.0,2020265.0
Aspergillus brasiliensis,Amphotericin B (CLSI),2022.0,0.25,0.25,0.25,0.25,0.25
Aspergillus brasiliensis,Anidulafungin (CLSI),2022.0,0.0044,0.005,0.006,0.007,0.0076
Aspergillus brasiliensis,Caspofungin (CLSI),2022.0,0.0102,0.0135,0.019,0.0245,0.0278
Aspergillus brasiliensis,Itraconazole (CLSI),2022.0,2.5,4.75,8.5,12.25,14.5
Aspergillus brasiliensis,Micafungin (CLSI),2022.0,0.0033,0.0052499999999999995,0.0085,0.01175,0.0137
Aspergillus brasiliensis,Posaconazole (CLSI),2022.0,0.158,0.215,0.31,0.405,0.462
Aspergillus brasiliensis,Voriconazole (CLSI),2022.0,1.25,2.375,4.25,6.125,7.25
Aspergillus brasiliensis,uid,2022.0,3001261.4,3001337.0,3001463.0,3001589.0,3001664.6
Aspergillus caelatus,Amphotericin B (CLSI),2023.0,2.0,2.0,2.0,2.0,2.0
Aspergillus caelatus,Anidulafungin (CLSI),2023.0,0.03,0.03,0.03,0.03,0.03
Aspergillus caelatus,Caspofungin (CLSI),2023.0,0.03,0.03,0.03,0.03,0.03
Aspergillus caelatus,Itraconazole (CLSI),2023.0,0.5,0.5,0.5,0.5,0.5
Aspergillus caelatus,Micafungin (CLSI),2023.0,0.008,0.008,0.008,0.008,0.008
Aspergillus caelatus,Posaconazole (CLSI),2023.0,0.12,0.12,0.12,0.12,0.12
Aspergillus caelatus,Voriconazole (CLSI),2023.0,0.25,0.25,0.25,0.25,0.25
Aspergillus caelatus,uid,2023.0,3002417.0,3002417.0,3002417.0,3002417.0,3002417.0
Aspergillus clavatus,Amphotericin B (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Aspergillus clavatus,Anidulafungin (CLSI),2012.0,0.03,0.03,0.03,0.03,0.03
Aspergillus clavatus,Caspofungin (CLSI),2012.0,0.06,0.06,0.06,0.06,0.06
Aspergillus clavatus,Itraconazole (CLSI),2012.0,2.0,2.0,2.0,2.0,2.0
Aspergillus clavatus,Micafungin (CLSI),2012.0,0.03,0.03,0.03,0.03,0.03
Aspergillus clavatus,Posaconazole (CLSI),2012.0,1.0,1.0,1.0,1.0,1.0
Aspergillus clavatus,Voriconazole (CLSI),2012.0,2.0,2.0,2.0,2.0,2.0
Aspergillus clavatus,uid,2012.0,2004962.0,2004962.0,2004962.0,2004962.0,2004962.0
Aspergillus flavus,Amphotericin B (CLSI),2022.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus,Amphotericin B (CLSI),2023.0,0.7,1.0,2.0,2.0,2.0
Aspergillus flavus,Anidulafungin (CLSI),2022.0,0.0056,0.008,0.008,0.008,0.0122
Aspergillus flavus,Anidulafungin (CLSI),2023.0,0.0028,0.004,0.008,0.008,0.008
Aspergillus flavus,Caspofungin (CLSI),2022.0,0.015,0.015,0.03,0.03,0.048
Aspergillus flavus,Caspofungin (CLSI),2023.0,0.015,0.015,0.015,0.015,0.015
Aspergillus flavus,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.8
Aspergillus flavus,Itraconazole (CLSI),2023.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus,Micafungin (CLSI),2022.0,0.0108,0.015,0.015,0.015,0.015
Aspergillus flavus,Micafungin (CLSI),2023.0,0.002,0.002,0.002,0.004,0.0064
Aspergillus flavus,Posaconazole (CLSI),2022.0,0.12,0.12,0.25,0.25,0.25
Aspergillus flavus,Posaconazole (CLSI),2023.0,0.25,0.25,0.25,0.5,0.5
Aspergillus flavus,Voriconazole (CLSI),2022.0,0.5,0.5,1.0,1.0,1.0
Aspergillus flavus,Voriconazole (CLSI),2023.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus,uid,2022.0,3000877.4,3001169.0,3001812.0,3001814.0,3001893.2
Aspergillus flavus,uid,2023.0,3003321.0,3003336.0,3003485.0,3003534.0,3003558.6
Aspergillus flavus species complex,Amphotericin B (CLSI),2010.0,2.0,2.0,2.0,4.0,4.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2011.0,2.0,2.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2012.0,1.2000000000000002,2.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2013.0,2.0,2.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2014.0,1.6,2.0,2.0,2.0,4.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2015.0,1.0,1.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2016.0,1.8,2.0,2.0,2.0,4.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2017.0,1.0,1.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2018.0,1.0,1.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2019.0,1.8000000000000003,2.0,2.0,2.0,4.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2020.0,1.0,2.0,2.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2021.0,1.0,1.0,1.0,2.0,2.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2022.0,0.4750000000000001,0.5,1.0,1.0,1.0
Aspergillus flavus species complex,Amphotericin B (CLSI),2023.0,0.5,1.0,1.0,2.0,2.0
Aspergillus flavus species complex,Anidulafungin (CLSI),2010.0,0.008,0.008,0.008,0.008,0.008
Aspergillus flavus species complex,Anidulafungin (CLSI),2011.0,0.008,0.008,0.008,0.019,0.03
Aspergillus flavus species complex,Anidulafungin (CLSI),2012.0,0.008,0.008,0.008,0.008,0.008
Aspergillus flavus species complex,Anidulafungin (CLSI),2013.0,0.008,0.008,0.008,0.008,0.008
Aspergillus flavus species complex,Anidulafungin (CLSI),2014.0,0.008,0.008,0.008,0.008,0.010100000000000005
Aspergillus flavus species complex,Anidulafungin (CLSI),2015.0,0.008,0.008,0.008,0.015,0.015
Aspergillus flavus species complex,Anidulafungin (CLSI),2016.0,0.008,0.008,0.008,0.015,0.017999999999999988
Aspergillus flavus species complex,Anidulafungin (CLSI),2017.0,0.015,0.015,0.015,0.015,0.023999999999999994
Aspergillus flavus species complex,Anidulafungin (CLSI),2018.0,0.004,0.004,0.008,0.008,0.008
Aspergillus flavus species complex,Anidulafungin (CLSI),2019.0,0.002,0.002,0.004,0.004,0.004
Aspergillus flavus species complex,Anidulafungin (CLSI),2020.0,0.004,0.008,0.008,0.008,0.015
Aspergillus flavus species complex,Anidulafungin (CLSI),2021.0,0.008,0.008,0.015,0.015,0.03
Aspergillus flavus species complex,Anidulafungin (CLSI),2022.0,0.004,0.008,0.008,0.008,0.015
Aspergillus flavus species complex,Anidulafungin (CLSI),2023.0,0.002,0.004,0.008,0.008,0.008
Aspergillus flavus species complex,Caspofungin (CLSI),2010.0,0.008,0.008,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2011.0,0.015,0.015,0.015,0.0225,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2012.0,0.015,0.015,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2013.0,0.008700000000000001,0.015,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2014.0,0.015,0.015,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2015.0,0.008,0.015,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2016.0,0.0136,0.015,0.015,0.015,0.017999999999999988
Aspergillus flavus species complex,Caspofungin (CLSI),2017.0,0.021,0.03,0.03,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2018.0,0.004,0.008,0.015,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2019.0,0.008,0.008,0.015,0.015,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2020.0,0.008,0.008,0.015,0.015,0.015
Aspergillus flavus species complex,Caspofungin (CLSI),2021.0,0.015,0.03,0.03,0.03,0.03
Aspergillus flavus species complex,Caspofungin (CLSI),2022.0,0.015,0.015,0.03,0.06,0.06
Aspergillus flavus species complex,Caspofungin (CLSI),2023.0,0.008,0.008,0.015,0.015,0.03
Aspergillus flavus species complex,Itraconazole (CLSI),2010.0,0.5,0.5,0.5,0.5,0.5
Aspergillus flavus species complex,Itraconazole (CLSI),2011.0,1.0,1.0,1.0,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2012.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2013.0,0.5,0.5,0.5,0.5,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2014.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Itraconazole (CLSI),2015.0,0.25,0.4375,0.5,0.5,0.5
Aspergillus flavus species complex,Itraconazole (CLSI),2016.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2017.0,0.35000000000000003,0.5,0.5,0.5,0.7999999999999998
Aspergillus flavus species complex,Itraconazole (CLSI),2018.0,0.4750000000000001,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2019.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Itraconazole (CLSI),2020.0,0.5,0.5,1.0,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2021.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,1.0
Aspergillus flavus species complex,Itraconazole (CLSI),2023.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Micafungin (CLSI),2010.0,0.008,0.008,0.008,0.008,0.008
Aspergillus flavus species complex,Micafungin (CLSI),2011.0,0.008,0.008,0.015,0.0225,0.03
Aspergillus flavus species complex,Micafungin (CLSI),2012.0,0.008,0.008,0.008,0.008,0.02700000000000001
Aspergillus flavus species complex,Micafungin (CLSI),2013.0,0.008,0.008,0.015,0.015,0.015
Aspergillus flavus species complex,Micafungin (CLSI),2014.0,0.008,0.008,0.015,0.015,0.01950000000000001
Aspergillus flavus species complex,Micafungin (CLSI),2015.0,0.008,0.008,0.015,0.015,0.01950000000000001
Aspergillus flavus species complex,Micafungin (CLSI),2016.0,0.008,0.015,0.015,0.0225,0.03
Aspergillus flavus species complex,Micafungin (CLSI),2017.0,0.015,0.015,0.015,0.015,0.03
Aspergillus flavus species complex,Micafungin (CLSI),2018.0,0.004,0.004,0.015,0.015,0.015
Aspergillus flavus species complex,Micafungin (CLSI),2019.0,0.002,0.004,0.015,0.015,0.017999999999999988
Aspergillus flavus species complex,Micafungin (CLSI),2020.0,0.004,0.008,0.008,0.015,0.015
Aspergillus flavus species complex,Micafungin (CLSI),2021.0,0.008,0.015,0.015,0.015,0.03
Aspergillus flavus species complex,Micafungin (CLSI),2022.0,0.008,0.015,0.015,0.015,0.03
Aspergillus flavus species complex,Micafungin (CLSI),2023.0,0.002,0.002,0.002,0.004,0.008
Aspergillus flavus species complex,Posaconazole (CLSI),2010.0,0.5,0.5,0.5,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2011.0,0.25,0.25,0.5,0.5,0.7000000000000002
Aspergillus flavus species complex,Posaconazole (CLSI),2012.0,0.25,0.5,0.5,0.5,0.9000000000000004
Aspergillus flavus species complex,Posaconazole (CLSI),2013.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2014.0,0.25,0.25,0.25,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2015.0,0.21100000000000002,0.25,0.25,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2016.0,0.25,0.25,0.25,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2017.0,0.12,0.25,0.25,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2018.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2019.0,0.22400000000000003,0.25,0.25,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2020.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2021.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Posaconazole (CLSI),2022.0,0.12,0.12,0.25,0.25,0.25
Aspergillus flavus species complex,Posaconazole (CLSI),2023.0,0.12,0.12,0.25,0.25,0.25
Aspergillus flavus species complex,Voriconazole (CLSI),2010.0,0.5,0.5,0.5,0.625,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2011.0,0.5,0.75,1.0,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2012.0,0.30000000000000004,0.5,0.5,0.5,0.9000000000000004
Aspergillus flavus species complex,Voriconazole (CLSI),2013.0,0.5,0.5,0.5,0.5,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2014.0,0.12,0.5,0.5,0.875,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2015.0,0.5,1.0,1.0,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2016.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2017.0,0.35000000000000003,0.5,0.5,0.5,0.7999999999999998
Aspergillus flavus species complex,Voriconazole (CLSI),2018.0,0.25,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2019.0,0.25,0.25,0.5,0.5,0.5
Aspergillus flavus species complex,Voriconazole (CLSI),2020.0,0.5,0.5,0.5,0.5,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2021.0,0.5,0.5,0.5,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2022.0,0.5,0.5,1.0,1.0,1.0
Aspergillus flavus species complex,Voriconazole (CLSI),2023.0,0.5,0.5,0.5,0.5,1.0
Aspergillus flavus species complex,uid,2010.0,2000250.0,2000516.25,2000663.0,2000829.25,2001281.2
Aspergillus flavus species complex,uid,2011.0,2002511.4,2002555.0,2002855.0,2002939.0,2003021.4
Aspergillus flavus species complex,uid,2012.0,2001853.6,2001860.0,2004684.0,2005097.0,2005100.8
Aspergillus flavus species complex,uid,2013.0,2004968.2,2005546.25,2005953.0,2006707.75,2006851.1
Aspergillus flavus species complex,uid,2014.0,2007169.2,2007712.5,2007996.0,2008455.75,2008473.3
Aspergillus flavus species complex,uid,2015.0,2008786.5,2008896.75,2009480.0,2009871.25,2010010.3
Aspergillus flavus species complex,uid,2016.0,2010701.6,2011042.0,2011420.0,2011734.0,2011739.6
Aspergillus flavus species complex,uid,2017.0,2012717.4,2012858.0,2013077.0,2013257.0,2013338.2
Aspergillus flavus species complex,uid,2018.0,2014065.0,2014215.5,2014681.0,2014850.0,2015034.0
Aspergillus flavus species complex,uid,2019.0,2015773.4,2016052.0,2016371.0,2016699.0,2017085.2
Aspergillus flavus species complex,uid,2020.0,2017786.0,2018149.0,2018524.0,2018706.0,2018949.0
Aspergillus flavus species complex,uid,2021.0,2019956.0,2020073.0,2020422.0,2021148.0,2021498.0
Aspergillus flavus species complex,uid,2022.0,3000634.2,3000846.0,3001516.5,3001815.75,3001846.1
Aspergillus flavus species complex,uid,2023.0,3002262.0,3002681.0,3002963.0,3003156.0,3003335.0
Aspergillus foetidus,Amphotericin B (CLSI),2011.0,1.0,1.0,1.0,1.0,1.0
Aspergillus foetidus,Anidulafungin (CLSI),2011.0,0.015,0.015,0.015,0.015,0.015
Aspergillus foetidus,Caspofungin (CLSI),2011.0,0.03,0.03,0.03,0.03,0.03
Aspergillus foetidus,Itraconazole (CLSI),2011.0,1.0,1.0,1.0,1.0,1.0
Aspergillus foetidus,Micafungin (CLSI),2011.0,0.03,0.03,0.03,0.03,0.03
Aspergillus foetidus,Posaconazole (CLSI),2011.0,0.5,0.5,0.5,0.5,0.5
Aspergillus foetidus,Voriconazole (CLSI),2011.0,1.0,1.0,1.0,1.0,1.0
Aspergillus foetidus,uid,2011.0,2003381.0,2003381.0,2003381.0,2003381.0,2003381.0
Aspergillus fumigatus,Amphotericin B (CLSI),2010.0,1.0,1.0,2.0,2.0,4.0
Aspergillus fumigatus,Amphotericin B (CLSI),2011.0,1.0,2.0,2.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2012.0,1.0,1.0,1.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2013.0,1.0,1.0,2.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2014.0,1.0,2.0,2.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2015.0,1.0,1.0,1.0,1.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2016.0,1.0,2.0,2.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2017.0,1.0,1.0,1.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2018.0,1.0,1.0,1.0,1.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2019.0,1.0,2.0,2.0,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2020.0,1.0,1.0,1.5,2.0,2.0
Aspergillus fumigatus,Amphotericin B (CLSI),2021.0,1.0,1.0,1.0,1.0,1.0
Aspergillus fumigatus,Amphotericin B (CLSI),2022.0,0.25,0.5,1.0,1.0,1.0
Aspergillus fumigatus,Amphotericin B (CLSI),2023.0,0.5,0.5,1.0,1.0,2.0
Aspergillus fumigatus,Anidulafungin (CLSI),2010.0,0.008,0.008,0.015,0.015,0.015
Aspergillus fumigatus,Anidulafungin (CLSI),2011.0,0.015,0.015,0.03,0.03,0.06
Aspergillus fumigatus,Anidulafungin (CLSI),2012.0,0.008,0.008,0.015,0.015,0.015
Aspergillus fumigatus,Anidulafungin (CLSI),2013.0,0.008,0.008,0.008,0.015,0.03
Aspergillus fumigatus,Anidulafungin (CLSI),2014.0,0.008,0.008,0.008,0.015,0.015
